,Name,Rating,Reviews,Category,Location,Contact Number,Website,Description,Meta
162,Acorn Rentals NZ,4.5,33,Car rental agency,"Auckland, New Zealand",+64 800 022 676,http://acornrentals.co.nz/,"""Acorn Rentals is New Zealand's leading supplier of rental cars to people involved in a car accident. We can provide a courtesy car while your car is repaired. In most cases our costs are paid by the insurance company.

Acorn Rentals the longest operating accident replacement vehicle company in Australasia. We have an unrivaled reputation for exceptional customer service, integrity, efficiency and transparency within the industry.

We provide the customer with a focused, seamless replacement vehicle service to minimise the stress and inconvenience following an accident.

So if you have been involved in an accident, give us a call. Wherever you are, we should be able to get you back on the road!""","4.5
(33) · Car rental agency"
163,Auckland Vehicle Rentals - Albany,4.9,145,Van rental agency,"North Shore City, New Zealand",+64 9 827 7620,https://aucklandvehiclerentals.co.nz/?utm_source=google&utm_medium=organic&utm_campaign=gmb_northshore,"""When you need to transport a group of people or move some cargo, what do you do? Using your own car isn’t always a viable option, and you can’t continuously borrow a vehicle from a friend whenever you need it.

Your solution is Auckland Vehicle Rentals. Providing this much-needed service to the residents of Auckland, we provide car rental services that are budget-friendly, affordable and convenient. Whether you need a furniture truck,
mini bus, cargo van or a trailer, we have only the best to offer.""","4.9
(145) · Van rental agency"
164,Thrifty Car Rental Wellington Airport,3.8,44,Car rental agency,"Wellington, New Zealand",+64 800 737 070,https://thrifty.co.nz/locations/wellington-airport?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=wellington_airport,"""Whether you are travelling with family, friends or your significant other, the team at Thrifty are here to help. Our versatile fleet ticks the box for all kinds of adventures, so if you’re going on a family road trip, skiing with mates, or moving house; we’ve got the rental car, van or truck to meet your needs.

Thrifty Car Rental Wellington Airport is located on the ground floor of the airport terminal, When you walk down the stairs we are on the right hand side.""","3.8
(44) · Car rental agency"
165,RaD Car Hire Whangarei,4.2,53,Car rental agency,"Whangārei, New Zealand",+64 9 459 6504,https://www.radcarhire.co.nz/branches/car-rental-whangarei?utm_source=google+&utm_medium=organic&utm_campaign=gmb&utm_content=whangarei,"""Here at RaD Car Hire Whangarei, we will help you find a Whangarei rental car to make your experience an effortless and enjoyable one. Whether you need to hire a vehicle to get around Whangarei or plan to venture up into Northland, we offer quality car rental Whangareri-wide and beyond. Our vehicles range from small cars, hatches to full-sized sedans. We have 8-seater MPV's, 12-seater mini-coach and cargo vans.""","4.2
(53) · Car rental agency"
166,Scotties Rentals Christchurch,3.8,102,Car rental agency,"Christchurch, New Zealand",+64 800 736 825,http://www.scotties.co.nz/,N/A,"3.8
(102) · Car rental agency"
167,Safe Rental Cars Ltd.,5.0,2,Car rental agency,"Auckland, New Zealand",+64 21 705 161,N/A,N/A,"5.0
(2) · Car rental agency"
168,Car and Commercial Rentals Limited,4.6,39,Car rental agency,"Palmerston North, New Zealand",+64 6 356 3384,https://www.ccrentals.co.nz/,N/A,"4.6
(39) · Car rental agency"
169,Car Rental Wellington - Airport,5.0,15,Car rental agency,"Wellington, New Zealand",N/A,https://cartrips.org/car-rental/new-zealand-wellington-airport-wlg,"""Car Rental Wellington - Airport is conveniently located in Kilbirnie, Wellington, right near Wellington International Airport. They offer a variety of rental cars to suit your needs, allowing you to explore Wellington and New Zealand at your own pace.""","5.0
(15) · Car rental agency"
170,Budget Car & Truck Rental Wellington Airport,3.3,43,Car rental agency,"Wellington, New Zealand",+64 4 388 0987,https://www.budget.co.nz/en/locations/nz/wellington-ni/wlg?utm_source=gmb&utm_medium=organic&utm_campaign=wellington-airport,"""Discover Budget Car Rentals at Wellington Airport, offering a diverse fleet of new rental vehicles, including trucks and electric car rental options, tailored for every journey. Whether navigating town commutes or embarking on leisure travel, secure exceptional deals on car, van, and truck rentals with Budget. With the convenience of car rental at Wellington Airport, Budget stands out as your reliable and budget-friendly choice. With over 40 car hire locations in New Zealand, you're Good to Go with Budget. Choose Budget Car Rentals for reliable and budget-friendly options at Wellington Airport and beyond.""","3.3
(43) · Car rental agency"
171,Hertz Car Rental Blenheim Airport,4.1,8,Car rental agency,New Zealand,+64 3 577 1754,https://www.hertz.co.nz/p/car-rentals/new-zealand/blenheim/blenheim-airport?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=blenheim%20airport,N/A,"4.1
(8) · Car rental agency"
172,DriveNZ - Rental Cars,2.4,9,Car rental agency,"Christchurch, New Zealand",+64 800 374 836,http://www.drivenz.co.nz/,N/A,"2.4
(9) · Car rental agency"
173,Hertz Car Rental Kawerau,4.3,11,Car rental agency,"Kawerau, New Zealand",+64 7 323 1051,https://www.hertz.co.nz/p/car-rentals/new-zealand/kawerau/kawerau-downtown?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=kawerau%20downtown,N/A,"4.3
(11) · Car rental agency"
174,Car Rental Airport Nelson,5.0,11,Car rental agency,"Nelson, New Zealand",N/A,https://autokot.com/car-rental/new-zealand-nelson-airport-nsn,N/A,"5.0
(11) · Car rental agency"
175,Thrifty Car Rental Auckland Airport,2.8,22,Car rental agency,"Auckland, New Zealand",+64 800 737 070,https://thrifty.co.nz/locations/auckland-airport?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=auckland_airport,"""Whether you are travelling with family, friends or your significant other, the team at Thrifty are here to help. Our versatile fleet ticks the box for all kinds of adventures, so if you’re going on a family road trip, skiing with mates, or moving house; we’ve got the rental car, van or truck to meet your needs.

Thrifty Car Rental Auckland Airport is located just outside the Domestic arrival gate for domestic customers and counters for international passengers are located next to International arrival gate.""","2.8
(22) · Car rental agency"
176,Quality Rent-A-Car (NZ),5.0,7,Car rental agency,"Christchurch, New Zealand",+64 3 359 4612,N/A,N/A,"5.0
(7) · Car rental agency"
177,Europcar,1.5,92,Car rental agency,"Auckland, New Zealand",+64 9 257 0562,http://www.europcar.co.nz/,N/A,"1.5
(92) · Car rental agency"
178,Orange Rentals - Picton,4.8,13,Car rental agency,"Picton, New Zealand",+64 3 573 7282,http://www.orangerentals.co.nz/,N/A,"4.8
(13) · Car rental agency"
179,Car Hire Wellington Terminal,5.0,10,Car rental agency,"Wellington, New Zealand",N/A,https://autodock.org/car-rental/new-zealand-wellington-airport-wlg,"""Conveniently situated at Wellington Airport, Car Hire Wellington Terminal caters to the diverse rental needs of travelers arriving in New Zealand's capital city. Their extensive fleet encompasses a wide range of vehicles, from compact cars ideal for city exploration to spacious SUVs perfect for road trips across the North and South Islands. Whether seeking fuel-efficient options or vehicles equipped for family adventures, Car Hire Wellington Terminal ensures a smooth and hassle-free start to any New Zealand escapade.""","5.0
(10) · Car rental agency"
180,Car Rentals Auckland,4.8,9,Car rental agency,"Auckland, New Zealand",N/A,https://rentalcars.agency/car-rental/new-zealand-auckland-airport-international-terminal-akl?utm_campaign=akl0&utm_medium=akl10&utm_source=map,N/A,"4.8
(9) · Car rental agency"
181,Piggy Packers Rentals,4.7,97,Car rental agency,"Porirua, New Zealand",+64 4 237 9970,http://www.piggysrentalvehicles.co.nz/,N/A,"4.7
(97) · Car rental agency"
182,Avis Car and Truck Rental Picton Ferry,3.5,23,Car rental agency,"Picton, New Zealand",+64 3 520 3156,https://www.avis.co.nz/en/locations/nz/picton/pn6?utm_source=gmb&utm_medium=organic&utm_campaign=picton-ferry,"""Discover the convenience of Avis in the heart of Picton, offering top-notch car rental solutions. Avis Picton Ferry Terminal provides a diverse selection of well-maintained rental vehicles, carefully tailored to suit the needs of every traveller. Whether navigating city streets in a compact or midsize car or embarking on family adventures with our spacious SUVs or 4WDs, Avis provides a personalised solution for your car rental needs in Picton. Our comprehensive fleet includes utes, vans, and moving trucks, ensuring versatility for any requirement. Rely on Avis for exceptional service and a wide range of vehicles, ensuring a seamless and refined travel experience when you choose car rental in Picton with Avis.""","3.5
(23) · Car rental agency"
183,NZ 4WD Hire Queenstown,3.0,2,Car rental agency,"Queenstown, New Zealand",+64 3 441 4157,https://www.newzealand4wdhire.co.nz/branches/queenstown,"""Queenstown Airport Pick Up & Drop Off

NZ4WD Hire Queenstown is located at 5 McBride Street in Frankton, just 2 minutes from Queenstown Airport.

We offer the great convenience of car hire pick-up and drop-off from Queenstown Airport as well as local hotels and other accommodation establishments.""","3.0
(2) · Car rental agency"
184,A Cheaper Rental Car Company,5.0,4,Car rental agency,"Lower Hutt, New Zealand",+64 274 341 656,https://cheapercars.co.nz/,N/A,"5.0
(4) · Car rental agency"
185,Hertz Car Rental Gisborne Airport,4.0,14,Car rental agency,"Gisborne, New Zealand",+64 6 867 9348,https://www.hertz.co.nz/p/car-rentals/new-zealand/gisborne/gisborne-airport?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=gisborne%20airport,N/A,"4.0
(14) · Car rental agency"
186,Zeal Rentals - Long Term Car Rentals Nationwide,4.4,7,Car rental agency,Closed ⋅ Opens 8 am · +64 27 252 4464,N/A,https://www.zealrentals.co.nz/?utm_source=google&utm_medium=gbp,"""Zeal Rentals specialise in affordable Long-term Car Rentals with prices starting from $229/week (2-week minimum) or monthly discounted rate of $820.

We take pride in offering quality, reliable, long-term vehicle rentals with affordable prices, flexible car renting options, world-class insurance, and we strive to provide the best service possible!

Whether you're looking to explore New Zealand at your own pace, or looking for a car while on your working holiday, or need a car after an accident, Zeal Rentals has got you covered with low-cost, flexible, secure vehicles!

Zeal Rentals provides Roadside Assistance cover through AA Motoring. Drive with peace of mind knowing that assistance is just a phone call away should the unexpected happen.""","4.4
(7) · Car rental agency"
187,Apollo Car Rentals New Zealand,N/A,N/A,No reviews,"Wellington, New Zealand",+64 4 385 1849,N/A,N/A,No reviews · Car rental agency
188,Advantage Rent A Car,4.0,2,Car rental agency,"Auckland, New Zealand",+64 800 736 825,http://www.scotties.co.nz/,N/A,"4.0
(2) · Car rental agency"
189,Hertz Car Rental Wanganui,3.0,7,Car rental agency,"Whanganui, New Zealand",+64 6 348 7624,https://www.hertz.co.nz/p/car-rentals/new-zealand/wanganui/wanganui-downtown?utm_source=google&utm_medium=local&utm_campaign=gmb_listing&utm_content=wanganui%20downtown,N/A,"3.0
(7) · Car rental agency"
190,Rent Luxury NZ,3.7,3,Car leasing service,"Queenstown, New Zealand",+64 3 409 2424,https://rentluxury.co.nz/,"""At RENT LUXURY we have an extensive fleet of first class European cars for rental in New Zealand. With offices based in Auckland, Christchurch, and Queenstown, we can offer delivery of your vehicle to the Airport, Hotel or Port. We offer superior service, new model vehicles and attractive rates to the discerning traveler.

Whether it is for business or pleasure, we have a vehicle to suit your requirements. Additional services available on request such as chauffeur service, private jet transfers and wine tours.

Brands inc. Audi, Land Rover, Maserati, Mercedes Benz, Porsche, Range Rover.""","3.7
(3) · Car leasing service"
191,Apollo Car Rentals New Zealand,N/A,N/A,No reviews,"Wellington, New Zealand",+64 800 113 131,N/A,N/A,No reviews · Car rental agency
192,BUZZY RENTALS,5.0,2,Car rental agency,"Porirua, New Zealand",+64 22 152 8859,https://buzzyrentals.co.nz/,N/A,"5.0
(2) · Car rental agency"
193,Grab A Rental Car,4.0,27,Car rental agency,"Auckland, New Zealand",+64 800 247 247,http://www.grabarentalcar.co.nz/,N/A,"4.0
(27) · Car rental agency"
194,RentAClassic Christchurch,4.9,10,Car rental agency,Closed ⋅ Opens 8 am · +64 210 747 105,N/A,https://www.rentaclassic.co.nz/portfolio-item/christchurch-based-cars/,"""Drive Something Different! Hire our classic and modern sports cars and convertibles to tour the South Island in style. Maintained and presented to very high standards, our hire cars make your journey as memorable as your destinations. Unlimited km, 24 hour pricing and excellent customer testimonials. We can also provide escorted tours and further cars also available from our Nelson branch. We look forward to seeing you.""","4.9
(10) · Car rental agency"
195,New Zealand Rent A Car Blenheim,2.5,2,Car rental,"Blenheim, New Zealand",+64 3 578 6091,https://www.nzrentacar.co.nz/,N/A,"2.5
(2) · Car rental"
196,Ezi Car Rental - Hamilton City,3.1,11,Car rental agency,"Hamilton, New Zealand",+64 800 545 000,https://www.ezicarrental.co.nz/,"""Established in 1998, we are one of New Zealand’s largest rental car operators, with over 25 years’ experience in the New Zealand rental car industry.
We are a team of over 200 passionate individuals, across 24 convenient locations nationwide. Our aim is to provide the greatest rental experience possible across Aotearoa, and to make it ezi!
Our Hamilton City location is conveniently located in the city centre. We also have a branch at Hamilton Airport, we've got Hamilton covered!""","3.1
(11) · Car rental agency"
197,Lowcost Rentals,5.0,1,Car rental agency,"Hamilton, New Zealand",+64 7 847 4028,N/A,N/A,"5.0
(1) · Car rental agency"
198,Budget Car & Truck Rental Nelson Airport,3.5,17,Car rental agency,"Nelson, New Zealand",+64 3 547 9586,https://www.budget.co.nz/en/locations/nz/nelson-si/nsn?utm_source=gmb&utm_medium=organic&utm_campaign=nelson-airport,"""Discover Budget Car Rentals at Nelson Airport, offering a diverse fleet of new rental vehicles, including car and truck rental options, tailored for every journey. Whether navigating town commutes or embarking on leisure travel, secure exceptional deals on car, van, and truck rentals with Budget. With the convenience of car rental at Nelson Airport, Budget stands out as your reliable and budget-friendly choice. With over 40 car hire locations in New Zealand, you're Good to Go with Budget. Choose Budget Car Rentals for reliable and budget-friendly options at Nelson Airport and beyond.""","3.5
(17) · Car rental agency"
199,Budget Car and Truck Rental Hamilton Airport,3.7,7,Car rental agency,"Hamilton, New Zealand",+64 7 838 3585,https://www.budget.co.nz/en/locations/nz/hamilton-ni/hlz?utm_source=gmb&utm_medium=organic&utm_campaign=hamilton-airport,"""Discover Budget Car Rentals at Hamilton Airport, offering a diverse fleet of new rental vehicles, including car and truck rental options, tailored for every journey. Whether navigating town commutes or embarking on leisure travel, secure exceptional deals on car, van, and truck rentals with Budget. With the convenience of car rental at Hamilton Airport, Budget stands out as your reliable and budget-friendly choice. With over 40 car hire locations in New Zealand, you're Good to Go with Budget. Choose Budget Car Rentals for reliable and budget-friendly options at Hamilton Airport and beyond.""","3.7
(7) · Car rental agency"
200,Hertz Car Rental - Blenheim Dt,3.2,5,Car rental agency,"Blenheim, New Zealand",+64 3 577 1754,https://www.hertz.co.nz/rentacar/location/newzealand/blenheim/BHEC60?utm_campaign=gmb-Hertz-Car-Rental---Blenheim-Dt&utm_medium=gmb-websitelink&utm_source=Google,"""Welcome to Hertz Car Rental - Blenheim Dt. Select this location to begin your car rental experience or choose from other locations near you. Enjoy a wide selection of vehicles like luxury and sports cars, SUVs, EVs, vans, trucks and more. Book online now, or with the free Hertz app today.""","3.2
(5) · Car rental agency"
201,New Zealand Rent A Car Taupo,N/A,N/A,No reviews,"Rotorua, New Zealand",+64 800 800 956,N/A,N/A,No reviews · Car rental
202,Apollo Car Rentals New Zealand,N/A,N/A,No reviews,"Wellington, New Zealand",+64 4 384 8054,N/A,N/A,No reviews · Car rental agency
203,New Zealand 4WD Hire,2.3,3,Car rental agency,"Auckland, New Zealand",+64 9 275 3100,https://www.newzealand4wdhire.co.nz/branches/auckland-airport,"""If you are heading to Auckland Airport for business or a holiday, we have a 4x4 vehicle that will suit your needs. NZ4WD Hire specializes in 4WD and AWD vehicles with a broad range. Simply place you dates in and search our fleet to find the vehicle you are looking for.

Our Auckland Airport 4 wheel drive rental branch is located 4km from the airport terminals and we run a shuttle which will collect you on arrival and drop you back to Auckland Airport once you are all done. This service allows you to get out of the hustle and bustle of the airport and avoid the traffic nightmare. Once you are ready to roll from our depot we will point you in the direction you want to go and your're off.""","2.3
(3) · Car rental agency"
204,Budget Car & Truck Rental Petone Lower Hutt,3.6,23,Car rental agency,"Lower Hutt, New Zealand",+64 4 568 6100,https://www.budget.co.nz/en/locations/nz/lower-hutt-ni/lh8?utm_source=GMB&utm_medium=organic&utm_campaign=Petone-Lower-Hutt,"""Explore the diverse range of cheap car hire vehicles at our Petone Lower Hutt City branch with Budget. Whether navigating the bustling city or embarking on a holiday, secure the best car and van hire deals at Budget Car hire in Lower Hutt . With over 40 car hire locations in New Zealand, Budget ensures you're Good to Go. Choose Budget Car Rentals for a seamless and affordable experience, perfect for those seeking reliable and budget-friendly car rentals in Lower Hutt.""","3.6
(23) · Car rental agency"
205,Rent Me Rentals,4.5,44,Car rental agency,"Paraparaumu, New Zealand",+64 4 298 1312,http://www.rentmerentals.co.nz/,N/A,"4.5
(44) · Car rental agency"
206,Car Rental Palmerston North - Airport,4.1,9,Car rental agency,"Palmerston North, New Zealand",N/A,https://carsportal.org/car-rental/new-zealand-palmerston-north-airport-pmr,N/A,"4.1
(9) · Car rental agency"
207,New Zealand Rental Car Hire,N/A,N/A,No reviews,"Hamilton, New Zealand",+64 210 298 1700,N/A,N/A,No reviews · Car rental agency
208,Discover NZ Motorhome Rentals,4.9,18,Car rental agency,"Hope, New Zealand",+64 800 696 686,http://www.newzealandcampervanhire.co.nz/,N/A,"4.9
(18) · Car rental agency"
209,Car Rental Rotorua - Airport,5.0,4,Car rental agency,New Zealand,N/A,https://carsportal.org/car-rental/new-zealand-rotorua-airport-rot,N/A,"5.0
(4) · Car rental agency"
210,Yesaway Car Rental Wellington Aiport,3.5,15,Car rental agency,"Wellington, New Zealand",+64 21 198 8952,http://www.yesaway.com/,"""Yesaway is a car rental service with branches in Queenstown, Dunedin, Christchurch, Wellington, and Auckland.
Ride affordably on your upcoming trip, and have more to spend on the activities you want to do. We’re proud to have the opportunity to showcase the remarkable destination of New Zealand.
Organise your rental today and start experiencing all that New Zealand has to offer.""","3.5
(15) · Car rental agency"
211,New Zealand Rental Car Hire,N/A,N/A,No reviews,"Dunedin, New Zealand",+64 210 298 1700,N/A,N/A,No reviews · Car rental agency
212,Hertz Car Return,4.0,1,Car rental agency,"Wellington, New Zealand",+64 4 384 3809,N/A,N/A,"4.0
(1) · Car rental agency"
213,Budget Car & Truck Rental Picton Ferry,3.2,21,Car rental agency,"Picton, New Zealand",+64 3 520 3043,https://www.budget.co.nz/en/locations/nz/picton-si/po7?utm_source=gmb&utm_medium=organic&utm_campaign=picton-ferry,"""Explore the diverse range of cheap car and truck hire vehicles at our Picton Ferry branch with Budget. Whether navigating the bustling city or embarking on a holiday, secure the best car, van, and truck hire deals at Budget Car and Truck hire in Picton. With over 40 car hire locations in New Zealand, Budget ensures you're Good to Go. Choose Budget Car Rentals for a seamless and affordable experience, perfect for those seeking reliable and budget-friendly car rentals in Picton.""","3.2
(21) · Car rental agency"
214,Eastern Rentals,4.1,207,Car rental agency,"Auckland, New Zealand",+64 800 327 837,http://www.easternrentals.co.nz/,"""Eastern Rentals is your go-to provider for truck rental services in Auckland. Whether you're moving house or running a business, we have the perfect truck for you. Our fleet includes a variety of box trucks and tail lift trucks that are available for hire at affordable rates. With our experienced team and reliable service, we guarantee that your next project will be a success. Contact us today to learn more about our truck rental options and to get a quote.""","4.1
(207) · Car rental agency"
215,Car Rental Napier - Airport,5.0,6,Car rental agency,"Napier, New Zealand",N/A,https://carsportal.org/car-rental/new-zealand-napier-airport-npe,N/A,"5.0
(6) · Car rental agency"
216,Omega Rental Cars Blenheim Airport,3.9,8,Car rental agency,"Blenheim, New Zealand",+64 3 573 5580,https://www.omegarentalcars.com/blenheim-airport-car-rental/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=blenheim,"""Omega Rental Cars is one of New Zealand's largest independently owned nationwide rental car companies, known for our upfront and honest service! From our Blenheim Airport office we can assist you with a range of cars, 4WDs and MPVs to suit every requirement. We look forward to being of service to you and helping you explore this wonderful region!""","3.9
(8) · Car rental agency"
217,New Zealand Rent-A-Car Ltd,N/A,N/A,No reviews,"Whangārei, New Zealand",N/A,N/A,N/A,No reviews · Car rental agency
218,Alamo New Ez,2.5,2,Car rental agency,"Auckland, New Zealand",+64 9 870 3330,https://www.alamo.com/en/car-rental-locations/nz.html,N/A,"2.5
(2) · Car rental agency"
219,Thrifty Car Rental Christchurch Downtown,N/A,N/A,No reviews,"Christchurch, New Zealand",+64 800 737 070,https://thrifty.co.nz/locations/christchurch-downtown?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=christchurch_downtown,"""Whether you are travelling with family, friends or your significant other, the team at Thrifty are here to help. Our versatile fleet ticks the box for all kinds of adventures, so if you’re going on a family road trip, skiing with mates, or moving house; we’ve got the rental car, van or truck to meet your needs.

Thrifty Car Rental Christchurch Downtown is located at the intersection of Kilmore Street and Manchester Street. The entrance to the office is located on the Manchester Street side of the building. With the entrance/exit of the precinct carpark located on the Kilmore Street side.""",No reviews · Car rental agency
220,Car Rental Gisborne - Airport,5.0,6,Car rental agency,"Gisborne, New Zealand",N/A,https://carsportal.org/car-rental/new-zealand-gisborne-airport-gis,N/A,"5.0
(6) · Car rental agency"
221,Car Rental Napier - Airport,5.0,5,Car rental agency,"Napier, New Zealand",N/A,https://rentautos.org/car-rental/new-zealand-napier-airport-npe,"""Embark on a seamless journey through Napier with Car Rental Napier - Airport, your one-stop shop for convenient and affordable car rentals. Located conveniently within the airport terminal, we offer a wide range of vehicles to suit every need, from compact hatchbacks for city exploration to spacious SUVs for family getaways. Our friendly staff will ensure a smooth rental experience, making it easy to hit the road and explore all that Napier has to offer.""","5.0
(5) · Car rental agency"
222,Car Rental Wellington Airport,5.0,6,Car rental agency,"Wellington, New Zealand",N/A,https://car24.top/car-rental/new-zealand-wellington-airport-wlg,N/A,"5.0
(6) · Car rental agency"
223,Europcar Marlborough Airport,4.4,10,Car rental agency,"Blenheim, New Zealand",+64 3 573 8800,https://www.europcar.co.nz/en-nz/stations/new-zealand/marlborough-airport?utm_campaign=BHET01&utm_medium=organic&utm_source=local,"""Pickup and drop off is available outside of normal business hours by prior arrangement.* Europcar Blenheim car rental agency, friendly service, new cars and competitive prices are part of our daily offer. Whether you want to rent a car for business or pleasure, whether you need a car (city, family or luxury car), a van or a truck, Europcar has the rental vehicle for you. Car and van rental is simplified with Europcar’s online booking on our website or app. Collecting and dropping off your vehicle has never been easier. Enjoy your ride!*Additional ""after hours"" fees may apply.""","4.4
(10) · Car rental agency"
224,Car Rental Blenheim - Airport,5.0,4,Car rental agency,"Blenheim, New Zealand",N/A,https://carsportal.org/car-rental/new-zealand-blenheim-airport-bhe,N/A,"5.0
(4) · Car rental agency"
225,Car Rental Palmerston North - Airport,5.0,4,Car rental agency,"Ōhaupō, New Zealand",+64 27 343 2215,https://rentautos.org/car-rental/new-zealand-palmerston-north-airport-pmr,N/A,"5.0
(4) · Car rental agency"
226,U-Drive Rentals Limited,3.7,56,Car rental,"Palmerston North, New Zealand",+64 6 355 3312,http://u-drive.co.nz/,N/A,"3.7
(56) · Car rental"
227,Dollar Car Rental Wellington Airport,4.0,1,Car rental agency,"Wellington, New Zealand",+64 800 243 789,https://www.dollarcarrental.co.nz/locations/wellington-airport?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=wellington_airport,N/A,"4.0
(1) · Car rental agency"
228,Budget Car & Truck Rental Palmerston North Airport,2.6,8,Car rental agency,"Palmerston North, New Zealand",+64 6 356 8565,https://www.budget.co.nz/en/locations/nz/palmerston-north-ni/pmr?utm_source=gmb&utm_medium=organic&utm_campaign=palmerston-north-airport,"""Discover Budget Car Rentals at Palmerston North Airport, offering a diverse fleet of new rental vehicles, including car and truck rental options, tailored for every journey. Whether navigating town commutes or embarking on leisure travel, secure exceptional deals on car, van, and truck rentals with Budget. With the convenience of car rental at Palmerston North Airport, Budget stands out as your reliable and budget-friendly choice. With over 40 car hire locations in New Zealand, you're Good to Go with Budget. Choose Budget Car Rentals for reliable and budget-friendly options at Palmerston North Airport and beyond.""","2.6
(8) · Car rental agency"
229,Convertible Hire New Zealand,N/A,N/A,No reviews,Closed ⋅ Opens 8 am · +64 274 653 888,N/A,http://www.luxurycarrentalsnewzealand.co.nz/,N/A,No reviews · Car rental agency
230,Travel NZ Rentals,N/A,N/A,No reviews,"Christchurch, New Zealand",+64 3 349 2222,N/A,N/A,No reviews · Car rental agency
231,Apollo Car Rentals New Zealand,N/A,N/A,No reviews,"Wellington, New Zealand",+64 800 400 600,N/A,N/A,No reviews · Car rental agency
232,Budget Car & Truck Rental Blenheim Airport,2.6,8,Car rental agency,"Blenheim, New Zealand",+64 3 572 8700,https://www.budget.co.nz/en/locations/nz/blenheim-si/bhe?utm_source=gmb&utm_medium=organic&utm_campaign=blenheim-airport,"""Explore the affordability of car rental in Blenheim Airport with Budget. Choose from our diverse fleet, featuring compact and midsize cars perfect for everyday explorations in this charming town. Whether strolling through streets or embarking on family adventures, Budget provides quality car rental tailored to your needs at an affordable price. Need more space? Consider our SUVs or utility vehicles like utes and vans. Budget Blenheim Airport also offers budget-friendly truck options for larger loads. Experience seamless and affordable car rental in the vibrant town of Blenheim with Budget.""","2.6
(8) · Car rental agency"
233,Avis Car Rental Whangarei Airport,3.0,9,Car rental agency,"Whangārei, New Zealand",+64 9 438 2929,https://www.avis.co.nz/en/locations/nz/whangarei/wre?utm_source=gmb&utm_medium=organic&utm_campaign=whangarei-airport,"""Welcome to Avis at Whangarei Airport, your go-to for car rental in Whangarei, New Zealand. Explore our diverse range of new hire vehicles designed for every traveller. From compact and midsize cars for city tours to luxurious models offering comfort and style, and spacious SUVs or 4WDs perfect for family getaways. Choose Avis for exceptional service and a variety of vehicles, ensuring a great travel experience at every turn.""","3.0
(9) · Car rental agency"
234,Hitch Car Rentals Christchurch Airport,4.1,194,Car rental agency,"Christchurch, New Zealand",+64 9 525 0231,https://www.snaprentals.co.nz/hitch-car-rentals,N/A,"4.1
(194) · Car rental agency"
235,Cross Country Rentals Car Van and Truck hire (Christchurch),4.7,78,Van rental agency,"Christchurch, New Zealand",+64 800 777 994,http://crosscountryrentals.co.nz/,"""Whether you’re looking for a short-term rental or a long-term lease, Cross Country Rentals has got the vehicle for you. With more than 800 vehicles in our fleet, including cars, 4WD utes, vans, mini buses, people movers, trucks and trailers, we pride ourselves on offering high quality rental vehicles with competitive prices and hassle-free service with a smile – every time.""","4.7
(78) · Van rental agency"
236,Cut Price Rentals,4.3,18,Car rental agency,"New Plymouth, New Zealand",+64 27 758 7923,https://www.cutpricerentals.kiwi/,"""Cut Price Rentals offers low-cost moving truck, mini-bus and car rentals. We are a Taranaki locally owned and operated business that pride ourselves on customer service and value offered services.

All our moving trucks can be driven on a class 1 licence and most have tail lifts. Our fleet ranges from 11 cubic metre to 20 cubic metre box sizes to accommodate your moving requirements. Our mini buses are all 12 seat vans complete with cargo hold areas. For your car rental needs we offer 4 door hatch backs, sedans and 8 seater vans. Book online now or call us to discuss your rental needs!""","4.3
(18) · Car rental agency"
237,New Zealand Rental Car Hire,N/A,N/A,No reviews,"Greymouth, New Zealand",+64 210 298 1700,N/A,N/A,No reviews · Car rental agency
238,Wendekreisen Campervan Rentals Auckland,4.5,211,Car rental agency,"Auckland, New Zealand",+64 9 256 0127,http://www.wendekreisen.co.nz/,"""Wendekreisen Travel Ltd is an award winning, family owned and operated New Zealand campervan rental and campervan manufacturing company. Incorporated in 1990, we have been offering quality motorhome, campervan and car rental for over 30 years.

Whilst carefully considering how we conduct business, we strive to provide competitively priced, quality campervan rental vehicles and transparent terms and conditions.

Long serving, experienced staff combine our customers' interests with leading sustainable business practices relating to social and environmental initiatives.

By using our experience and thorough maintenance procedures, our campervans are continuously improved to ensure we can meet or exceed your expectations.""","4.5
(211) · Car rental agency"
239,North City Rentals,3.3,4,Car rental agency,"Porirua, New Zealand",+64 4 237 9690,http://northcityrentals.co.nz/,N/A,"3.3
(4) · Car rental agency"
240,Avis Car and Truck Rental Head Office,2.4,10,Car rental agency,"Auckland, New Zealand",+64 9 526 2800,https://www.avis.co.nz/en/home?utm_source=gmb&utm_medium=organic&utm_campaign=head-office,N/A,"2.4
(10) · Car rental agency"
241,Wheels Rent A Car,3.0,4,Car rental agency,"Christchurch, New Zealand",+64 3 366 4855,http://www.newzealandrentalcar.co.nz/,N/A,"3.0
(4) · Car rental agency"
